RAJ2000 DEJ2000 VEL
83.80436093815919 -5.211298245673282 8290.9871899755
83.80436097522046 -5.2109648939320445 8290.9871899755
83.80447259687348 -5.210520438620234 8511.0153858425
83.80458420605224 -5.2101871005177305 8511.0153858425
83.80469581510997 -5.209853762372866 8511.0153858425
83.80480742404667 -5.209520424185665 8511.0153858425
83.80491903286236 -5.209187085956089 8511.0153858425
83.80503064155704 -5.20885374768416 8731.0435817095
83.80503069047465 -5.208409278491594 8731.0435817095
83.80503073938804 -5.207964809262639 8731.0435817095
83.80503077607031 -5.207631457317 8731.0435817095
83.80503082497628 -5.207186988024282 8951.0717775765
83.80503087387805 -5.206742518695114 8951.0717775765
83.80503089527124 -5.206548063352121 8951.0717775765
