RAJ2000 DEJ2000 VEL
84.15913235033575 -6.060798609805064 8070.9589941085
84.15857337247711 -6.060243328671138 8070.9589941085
84.15801445425065 -6.059799159141502 8070.9589941085
84.15756727369694 -6.059354933431048 8070.9589941085
84.15712009391342 -6.058910707383862 8070.9589941085
84.15667291490001 -6.058466480999944 8070.9589941085
84.15622573665658 -6.058022254279259 8070.9589941085
84.15577850123631 -6.057466915109627 8070.9589941085
84.15521953059717 -6.056911630818604 8070.9589941085
84.15466061886646 -6.056467458104288 8070.9589941085
84.15421344408654 -6.056023229867766 8070.9589941085
84.15376632759047 -6.055690113391089 8070.9589941085
84.15343094751522 -6.055356941737185 8070.9589941085
84.15309562524382 -6.055134881986019 8070.9589941085
84.1528719816846 -6.054801655226156 8070.9589941085
84.15253666001395 -6.054579595154587 8070.9589941085
84.15231301705563 -6.054246368188571 8070.9589941085
84.15197769598562 -6.054024307796581 8070.9589941085
84.15175405362811 -6.053691080624387 8070.9589941085
84.15141873315862 -6.053469019911948 8070.9589941085
84.15119509140182 -6.053135792533554 8070.9589941085
84.15085971464255 -6.052802619426245 8070.9589941085
84.15052428149858 -6.052358334058481 8070.9589941085
84.1500771138312 -6.051914102704465 8070.9589941085
84.14974168193721 -6.051469816903976 8070.9589941085
84.14929451571052 -6.0510255849634484 8290.9871899755
84.14895908506615 -6.05058129873011 8070.9589941085
84.14862371140437 -6.050248124366381 8070.9589941085
84.14840007284589 -6.049914895967143 8070.9589941085
84.14806464369195 -6.049470609242033 8070.9589941085
84.14784094959761 -6.049026268597358 8070.9589941085
84.14750552150284 -6.048581981570952 8070.9589941085
84.14728177216905 -6.048026528698379 8070.9589941085
84.14694634520627 -6.047582241374068 8070.9589941085
84.1467226529025 -6.0471379003497505 8070.9589941085
84.14649896098676 -6.046693559251535 8070.9589941085
84.14627532534544 -6.0463603301018205 8070.9589941085
84.146051689993 -6.0460271008720925 8070.9589941085
84.1459397328949 -6.045582706182576 8070.9589941085
84.14571604233703 -6.0451383648255375 8070.9589941085
84.145492352167 -6.044694023394483 8070.9589941085
84.14538034017538 -6.044138516630837 8070.9589941085
84.14515665073723 -6.043694175099085 8070.9589941085
84.1449329616868 -6.043249833493222 8070.9589941085
84.1448210061944 -6.042805438670484 8070.9589941085
84.14459731782556 -6.042361096960292 8070.9589941085
84.14437362984432 -6.041916755175931 8070.9589941085
84.1442616197132 -6.041361248300027 8070.9589941085
84.14403793246333 -6.040916906414585 8070.9589941085
84.14381424560092 -6.040472564454864 8070.9589941085
84.14370229171301 -6.04002816949784 8070.9589941085
84.14347866078221 -6.039694939404311 8070.9589941085
84.14325503013978 -6.039361709230521 8070.9589941085
84.14314307698604 -6.038917314197501 8070.9589941085
84.14291944689853 -6.038584083909624 8070.9589941085
84.14269581709935 -6.03825085354146 8070.9589941085
84.14247213256083 -6.037806511135622 8070.9589941085
84.14224844840945 -6.037362168655336 8070.9589941085
84.14191308761951 -6.037028990644755 8070.9589941085
84.14168940428598 -6.036584647968214 8070.9589941085
84.14135404435739 -6.03625146964571 8070.9589941085
84.14113041657566 -6.03591823871519 8070.9589941085
84.14096276430173 -6.035807205391355 8070.9589941085
