RAJ2000 DEJ2000 VEL
84.44045448147291 -6.734294129256578 6310.733427172499
84.44023018621901 -6.733849850060598 6310.733427172499
84.43989413280171 -6.733516807357988 6310.733427172499
84.43966983850113 -6.7330725280381465 6310.733427172499
84.4393336566868 -6.732628359713663 6310.733427172499
84.43910936339937 -6.732184080283651 6530.7616230395
84.43877331206441 -6.731851037075104 6530.7616230395
84.43854901972995 -6.731406757521062 6530.7616230395
84.4382128402865 -6.730962588742029 6530.7616230395
84.43798854896477 -6.730518309077645 6530.7616230395
84.43765249971133 -6.7301852653628575 6530.7616230395
84.43742820934216 -6.729740985574258 6530.7616230395
84.43709216108749 -6.729407941601117 6530.7616230395
84.43686800043179 -6.72907478693878 6530.7616230395
84.43670004106019 -6.728963827462785 6530.7616230395
