RAJ2000 DEJ2000 VEL
83.80102679034792 -5.998087026258184 8511.0153858425
83.80102674561424 -5.998420361341983 8290.9871899755
83.80102668596538 -5.99886480813016 8290.9871899755
83.80102664122577 -5.999198143228621 8290.9871899755
83.80102659648365 -5.999531478333377 8070.9589941085
83.80102653682356 -5.999975925149521 8070.9589941085
83.80091476877637 -6.0003092458845995 8070.9589941085
83.80080300058974 -6.000642566604031 8070.9589941085
83.80069121727706 -6.001086999019994 8070.9589941085
83.8004677252599 -6.001420305238099 8070.9589941085
83.80024423296578 -6.001753611374731 8070.9589941085
83.80013244895709 -6.002198043709215 8070.9589941085
83.7999089561314 -6.002531349729064 8070.9589941085
83.7996854630287 -6.002864655667491 8070.9589941085
83.79957367832374 -6.003309087920664 8070.9589941085
83.79935018468933 -6.003642393742348 8070.9589941085
83.7991266907778 -6.003975699482694 8070.9589941085
83.79901490537637 -6.004420131654698 8070.9589941085
83.79879141093298 -6.004753437278392 8070.9589941085
83.79856791621238 -6.005086742820742 8070.9589941085
83.79845613011426 -6.005531174911772 8070.9589941085
83.79823263486165 -6.005864480337573 8070.9589941085
83.79800915487844 -6.006086673937078 8070.9589941085
83.79789738367772 -6.006419994197195 7850.930798241499
83.79778561233732 -6.0067533144418706 7850.930798241499
83.79756213180005 -6.0069755078773746 7850.930798241499
83.7974503601352 -6.007308828067117 7850.930798241499
83.79722686351839 -6.007642133132666 7850.930798241499
83.79700336662415 -6.007975438116979 7850.930798241499
83.79666814450201 -6.008308727801517 7850.930798241499
83.79644463111117 -6.008753144341269 7850.930798241499
83.79610940815748 -6.009086433711973 7850.930798241499
83.79588589397996 -6.009530850052802 7850.930798241499
83.79555067019454 -6.009864139109714 7850.930798241499
83.79521546212075 -6.010086316204378 7850.930798241499
83.79488025376939 -6.01030849310446 7850.930798241499
83.79454504514044 -6.010530669809964 7850.930798241499
83.7940981271321 -6.010641718822557 7850.930798241499
83.79376291797044 -6.01086389507162 7850.930798241499
83.7934277085311 -6.0110860711261065 7850.930798241499
83.79298078982495 -6.011197119264513 7850.930798241499
83.7925338709312 -6.0113081670525235 7850.930798241499
83.79208695184978 -6.011419214490138 7850.930798241499
83.79164006630295 -6.011308038017797 7850.930798241499
83.79119318093346 -6.011196861195111 7850.930798241499
83.79074629574129 -6.011085684022075 7850.930798241499
83.79041115335187 -6.010863411191801 7850.930798241499
83.79007601123216 -6.010641138167033 7850.930798241499
83.78962914397951 -6.010418848346643 7850.930798241499
83.78918227708557 -6.010196558178164 7850.930798241499
83.78884715329127 -6.00986317266861 7850.930798241499
83.78840030467819 -6.009529770125781 7850.930798241499
83.78795347421178 -6.009085255474095 7850.930798241499
83.78761836950845 -6.008640757501226 7850.930798241499
83.78728326534426 -6.008196259342725 7850.930798241499
83.78694816171914 -6.007751760998523 7850.930798241499
