RAJ2000 DEJ2000 VEL
83.80984184903774 -5.0741783584449625 10711.2973445125
83.80950723744243 -5.073844959339075 10711.2973445125
83.809172637386 -5.073400439637653 10711.2973445125
83.80872647838089 -5.073067027227917 10711.2973445125
83.80839186792332 -5.072733627381343 10711.2973445125
83.80805726919402 -5.0722891069113185 10711.2973445125
83.80772265947571 -5.071955706611912 10711.2973445125
83.8074995980012 -5.071622319204263 10931.325540379501
83.80727653675382 -5.071288931683875 10931.325540379501
83.80705347573353 -5.070955544050766 10931.325540379501
83.8068304033459 -5.070733276747914 10931.325540379501
83.8066073427421 -5.070399888897667 10931.325540379501
83.80627273472892 -5.070066487601536 10931.325540379501
83.80593813880225 -5.069621965614955 10931.325540379501
83.80560354332977 -5.069177443386487 10931.325540379501
83.80526894831137 -5.068732920916068 10931.325540379501
83.80493435374702 -5.068288398203716 10931.325540379501
83.80459974766492 -5.067954995762284 10931.325540379501
83.8043766891423 -5.06762160682593 10931.325540379501
83.8040420716184 -5.0673993245323565 10931.325540379501
83.80381901356878 -5.067065935334872 10931.325540379501
83.80348440867871 -5.066732532143658 10931.325540379501
83.80314981634643 -5.066288008177862 10931.325540379501
83.80270366525924 -5.065954590499158 10931.325540379501
83.80236907385357 -5.0655100659946415 10931.325540379501
83.80192292369291 -5.065176647643479 10931.325540379501
83.80158832073164 -5.06484324319168 10931.325540379501
83.8012537055717 -5.064620959114519 10931.325540379501
83.80091910323414 -5.064287554226163 10931.325540379501
83.80047294197004 -5.064065255254085 10931.325540379501
83.8000267810072 -5.063842955920195 10931.325540379501
83.79958062034558 -5.063620656224488 10931.325540379501
83.7991344599851 -5.063398356166944 10931.325540379501
83.79868828694934 -5.0632871763785 10931.325540379501
83.79824211406219 -5.0631759962366685 10931.325540379501
83.7977959413236 -5.06306481574145 10931.325540379501
83.79723820907803 -5.063064740421537 10931.325540379501
83.79668047682536 -5.063064664553854 10931.325540379501
83.79612274456555 -5.063064588138375 10931.325540379501
83.79556499878574 -5.063175631808794 10931.325540379501
83.79500725280671 -5.063286674928571 10931.325540379501
83.7944495066284 -5.063397717497739 10931.325540379501
83.79400329300343 -5.063619895903772 10931.325540379501
83.7935570790658 -5.063842073947893 10931.325540379501
83.79311087875242 -5.063953131019098 10931.325540379501
83.79277621091997 -5.064175324351281 10931.325540379501
83.79244154285354 -5.064397517474971 10931.325540379501
83.79210687455307 -5.06461971039015 10931.325540379501
83.79177220601855 -5.064841903096856 10931.325540379501
83.7914375230223 -5.0651752161779475 10931.325540379501
83.79099129278733 -5.065508512701555 10931.325540379501
83.79054504770104 -5.065952929412374 10931.325540379501
83.78998725494685 -5.066397329195472 10931.325540379501
83.78954099397623 -5.066952865565276 10931.325540379501
83.7890947468624 -5.067397280990388 10931.325540379501
83.78876004642181 -5.067841712815076 10931.325540379501
83.78842534551272 -5.068286144397623 10931.325540379501
83.78820219158744 -5.068730592642746 10931.325540379501
83.78786750467195 -5.069063903325133 10931.325540379501
83.78764435008186 -5.069508351272664 10931.325540379501
83.78742119517814 -5.069952799087774 10931.325540379501
83.78730958770356 -5.070397263850446 10931.325540379501
83.78708644724232 -5.070730591004767 10931.325540379501
83.78697483939276 -5.071175055623448 10931.325540379501
83.78686323138398 -5.071619520175553 10931.325540379501
83.78675162321593 -5.072063984661096 10931.325540379501
83.78664005257357 -5.072230648079969 10931.325540379501
