RAJ2000 DEJ2000 VEL
83.61904069495736 -4.923331607729371 9611.156365177501
83.6188177756088 -4.922998133907424 9611.156365177501
83.61859485647129 -4.922664659967816 9611.156365177501
83.61848350376879 -4.92222011161885 9611.156365177501
83.61826062778107 -4.9217755129276615 9611.156365177501
83.61803775207197 -4.921330914095286 9611.156365177501
83.6179264427085 -4.920775240895956 9611.156365177501
83.61770361034418 -4.920219517214661 9611.156365177501
83.61748077832404 -4.91966379336192 9611.156365177501
83.61736946962728 -4.919108119801377 9611.156365177501
83.61725816109127 -4.91855244613492 9611.156365177501
83.61714685271595 -4.917996772362484 9611.156365177501
83.61714706720332 -4.9174411489915 9611.156365177501
83.61714728166619 -4.916885525536276 9611.156365177501
83.61714749610455 -4.9163299019967415 9611.156365177501
83.61714771051842 -4.91577427837288 9611.156365177501
83.61725944723673 -4.915218705150026 9611.156365177501
83.61737118374361 -4.914663131820764 9611.156365177501
83.61759444217921 -4.914107608804637 9611.156365177501
83.61781770021462 -4.913552085616194 9611.156365177501
83.61815243711038 -4.9131077373815035 9611.156365177501
83.61837565164495 -4.912663338651017 9611.156365177501
83.61871038767728 -4.91221898997905 9611.156365177501
83.61893360150198 -4.911774590920838 9611.156365177501
83.61926829418265 -4.9114413666784555 9611.156365177501
83.61949150733874 -4.910996967305965 9611.156365177501
83.61982619931581 -4.910663742663474 9611.156365177501
83.62004936945479 -4.910330467877629 9611.156365177501
83.62038401849611 -4.910108367753019 9611.156365177501
83.62060718814665 -4.909775092696977 9611.156365177501
83.62083035756179 -4.90944181752263 9611.156365177501
83.62105356891237 -4.908997417291529 9611.156365177501
83.62127677994656 -4.908553016918253 9611.156365177501
83.62138846956073 -4.908108566750311 9611.156365177501
83.62150015900998 -4.90766411650594 9831.1845610445
83.6216118482943 -4.907219666185086 9831.1845610445
83.62172353741371 -4.906775215787774 9831.1845610445
83.62183522636825 -4.9063307653139026 9831.1845610445
83.62194695715225 -4.905775189726188 9831.1845610445
83.62205868772564 -4.9052196140311715 9831.1845610445
83.62217041808843 -4.904664038228759 9831.1845610445
83.62217062781194 -4.9041084128200465 9831.1845610445
83.62217083751143 -4.903552787325854 9831.1845610445
83.62217104718691 -4.902997161746101 9831.1845610445
83.62205969474012 -4.902552611699953 9831.1845610445
83.62194834242544 -4.902108061577149 9831.1845610445
83.62183699024285 -4.901663511377669 9831.1845610445
83.62172563819233 -4.901218961101441 9831.1845610445
83.62161428627387 -4.900774410748493 9831.1845610445
83.62161439128637 -4.900496597755177 9831.1845610445
