RAJ2000 DEJ2000 VEL
84.31375513645176 -6.561276382700202 8511.0153858425
84.31375464621077 -6.5607207799781335 8511.0153858425
84.31375415601225 -6.560165177326336 8511.0153858425
84.31375366585624 -6.559609574744786 8511.0153858425
84.3137531757427 -6.559053972233429 8511.0153858425
84.31364083941419 -6.558498456123775 8511.0153858425
84.31352850337916 -6.557942940062031 8511.0153858425
84.31341616763758 -6.557387424048129 8290.9871899755
84.31330383218942 -6.556831908082011 8290.9871899755
84.31319149703464 -6.5562763921636265 8290.9871899755
84.31307916217321 -6.555720876292938 8290.9871899755
84.3129668276051 -6.55516536046988 8290.9871899755
84.31285449333029 -6.554609844694426 8290.9871899755
84.3127421593487 -6.554054328966466 8290.9871899755
84.31262982566035 -6.553498813285996 8290.9871899755
84.31251758991692 -6.553054417996181 8290.9871899755
84.31240535440156 -6.552610022728735 8290.9871899755
84.31229311911426 -6.552165627483671 8290.9871899755
84.31218088405498 -6.551721232260922 8290.9871899755
84.3120686492237 -6.551276837060476 8290.9871899755
84.3120681616157 -6.550721235594024 8290.9871899755
84.31206767405001 -6.550165634196909 8290.9871899755
84.31206718652665 -6.549610032869096 8290.9871899755
84.31206669904562 -6.549054431610545 8290.9871899755
84.31206621160689 -6.548498830421168 8290.9871899755
84.3121776655789 -6.548054263497477 8290.9871899755
84.31228911938042 -6.547609696596199 8290.9871899755
84.31240057301147 -6.547165129717309 8290.9871899755
84.31262396765406 -6.546831596939243 8290.9871899755
84.31284736201961 -6.546498064098367 8290.9871899755
84.31307075610817 -6.546164531194685 8290.9871899755
84.31329414991977 -6.545830998228185 8290.9871899755
84.31362948458248 -6.545608499049279 8290.9871899755
84.31385287781347 -6.545274965904932 8290.9871899755
84.31418811399217 -6.544941346280885 8290.9871899755
84.31429978584863 -6.544746799597348 8511.0153858425
