RAJ2000 DEJ2000 VEL
83.72057347454013 -5.635959244237103 6750.7898189065
83.72023857976741 -5.63573693032515 6750.7898189065
83.72001536590018 -5.6354035348642535 6750.7898189065
83.71968047164718 -5.635181220616807 6750.7898189065
83.71934557764305 -5.634958906169387 6750.7898189065
83.71901068388779 -5.634736591521983 6750.7898189065
83.71867579038134 -5.634514276674589 6530.7616230395
83.71834089712371 -5.634291961627217 6530.7616230395
83.71800600411484 -5.634069646379835 6530.7616230395
83.71767111135472 -5.633847330932466 6530.7616230395
83.71733621884331 -5.633625015285103 6530.7616230395
83.7170013265806 -5.633402699437726 6530.7616230395
83.71677804011573 -5.63334708181021 6530.7616230395
